GRP,WBEING,HRS,LEAD
38.0,3.4444444444,12.0,2.5454545455
38.0,2.7222222222,10.0,2.8181818182
38.0,3.7222222222,11.0,1.1818181818
38.0,3.2777777778,11.0,3.8181818182
38.0,3.5,11.0,2.9090909091
38.0,2.0,12.0,2.1818181818
38.0,2.3333333333,12.0,2.5
38.0,3.0555555556,9.0,2.6363636364
38.0,1.5,11.0,2.8181818182
38.0,2.7777777778,12.0,2.5454545455
38.0,1.1666666667,11.0,1.6363636364
38.0,4.6666666667,12.0,3.7272727273
38.0,2.5,10.0,1.2727272727
38.0,3.5555555556,10.0,3.0909090909
38.0,3.1666666667,10.0,3.4545454545
38.0,2.9444444444,10.0,1.4545454545
38.0,2.5,10.0,2.7272727273
38.0,3.7777777778,11.0,3.2727272727
38.0,1.7777777778,10.0,2.1
38.0,2.6666666667,10.0,1.3636363636
38.0,2.0555555556,9.0,1.4545454545
38.0,3.8888888889,10.0,2.25
38.0,1.3888888889,10.0,2.0
38.0,4.2777777778,10.0,2.7272727273
38.0,2.5882352941,13.0,2.7272727273
38.0,3.3529411765,11.0,3.0
38.0,2.7222222222,11.0,4.0
38.0,3.7222222222,10.0,2.4545454545
38.0,1.6111111111,12.0,1.3636363636
38.0,3.8888888889,11.0,4.4545454545
38.0,3.7222222222,8.0,2.0
38.0,2.8333333333,10.0,1.8181818182
38.0,3.1666666667,11.0,2.0
38.0,3.8888888889,11.0,2.8333333333
38.0,1.7777777778,11.0,3.0
38.0,3.6666666667,8.0,1.9090909091
38.0,2.6111111111,12.0,4.0
38.0,3.3333333333,10.0,1.9090909091
38.0,3.3333333333,11.0,1.8181818182
38.0,2.3333333333,11.0,3.3333333333
38.0,2.3888888889,11.0,2.9090909091
38.0,2.7222222222,12.0,1.6363636364
38.0,4.1176470588,11.0,1.1818181818
38.0,2.3888888889,12.0,1.1818181818
38.0,2.8333333333,11.0,1.3333333333
39.0,0.8333333333,12.0,1.0909090909
39.0,1.6666666667,12.0,3.0909090909
39.0,2.4444444444,14.0,2.5454545455
39.0,2.9444444444,11.0,3.0909090909
39.0,3.2777777778,13.0,2.5454545455
39.0,2.3333333333,13.0,2.0909090909
39.0,1.7222222222,13.0,1.2727272727
39.0,3.3888888889,12.0,3.0909090909
39.0,4.0,8.0,3.5
39.0,1.8333333333,14.0,2.3333333333
39.0,2.6666666667,12.0,3.7272727273
39.0,2.6111111111,12.0,2.4545454545
39.0,3.0,12.0,2.0909090909
39.0,1.5555555556,10.0,2.1818181818
39.0,2.2307692308,22.0,1.8181818182
39.0,3.8333333333,9.0,2.3636363636
39.0,3.3888888889,8.0,1.1666666667
39.0,3.6666666667,12.0,2.7272727273
39.0,2.8333333333,13.0,1.6363636364
39.0,2.8333333333,12.0,2.9090909091
39.0,3.7777777778,12.0,3.7272727273
39.0,2.1666666667,14.0,1.6363636364
39.0,1.3333333333,15.0,2.1818181818
39.0,3.1111111111,13.0,2.0
39.0,3.2222222222,10.0,3.2727272727
39.0,2.7777777778,12.0,3.0909090909
39.0,2.1666666667,12.0,1.6363636364
39.0,2.5,2.0,1.8181818182
39.0,2.3333333333,12.0,2.3333333333
39.0,1.1666666667,14.0,1.6363636364
39.0,1.8333333333,14.0,2.9090909091
39.0,2.0,12.0,1.5454545455
39.0,2.5882352941,12.0,3.3333333333
39.0,2.0,12.0,2.4
39.0,1.3888888889,12.0,2.8181818182
39.0,1.1666666667,10.0,3.3333333333
39.0,2.2222222222,23.0,3.2727272727
39.0,2.2777777778,12.0,2.3636363636
39.0,3.6111111111,14.0,3.0909090909
39.0,2.0555555556,10.0,2.5
39.0,3.4444444444,12.0,2.1818181818
39.0,2.2777777778,14.0,3.0909090909
39.0,1.4444444444,18.0,2.4545454545
40.0,3.3333333333,12.0,3.8181818182
40.0,2.8333333333,24.0,4.0
40.0,1.5,12.0,3.3636363636
40.0,2.4444444444,12.0,3.5
40.0,3.0,14.0,4.0
40.0,1.8888888889,14.0,4.6363636364
40.0,3.4444444444,12.0,3.5454545455
40.0,2.2222222222,12.0,4.0
40.0,1.0,11.0,1.1818181818
40.0,2.6666666667,15.0,2.1666666667
40.0,2.0,13.0,3.0909090909
40.0,2.2777777778,13.0,3.4545454545
40.0,3.1111111111,11.0,3.0909090909
40.0,2.6666666667,13.0,4.6666666667
40.0,2.0555555556,9.0,3.1
40.0,2.7777777778,11.0,2.6363636364
40.0,2.6666666667,13.0,3.2727272727
40.0,3.9444444444,10.0,3.1666666667
40.0,3.2777777778,12.0,3.1818181818
40.0,3.2222222222,12.0,3.8181818182
40.0,2.5555555556,13.0,3.2727272727
40.0,1.1666666667,15.0,1.2
40.0,1.1666666667,13.0,2.5454545455
40.0,2.3333333333,12.0,3.0
40.0,3.8333333333,10.0,5.0
40.0,2.4117647059,8.0,4.0
40.0,3.3888888889,15.0,3.0
40.0,1.3333333333,8.0,3.1818181818
40.0,3.0,12.0,3.1666666667
40.0,3.0555555556,11.0,4.7272727273
40.0,1.8888888889,10.0,3.2727272727
40.0,3.5882352941,11.0,2.9
40.0,2.7222222222,12.0,3.5
40.0,2.4444444444,12.0,1.2727272727
40.0,3.2222222222,11.0,3.7272727273
40.0,1.7777777778,12.0,2.4545454545
40.0,2.8888888889,14.0,2.1818181818
40.0,2.9444444444,12.0,4.0
40.0,3.5555555556,9.0,4.8181818182
40.0,1.0,12.0,3.6363636364
40.0,2.2777777778,12.0,3.9090909091
40.0,3.5,24.0,3.6363636364
40.0,2.8823529412,15.0,3.2727272727
40.0,2.8888888889,16.0,3.4545454545
40.0,1.5,24.0,3.4545454545
40.0,4.5,12.0,4.5
40.0,2.7222222222,9.0,3.3636363636
40.0,1.8333333333,12.0,1.1818181818
40.0,2.7777777778,10.0,1.3636363636
40.0,3.1666666667,12.0,3.6666666667
40.0,2.6666666667,12.0,3.0
40.0,1.3846153846,10.0,3.6363636364
40.0,3.8333333333,12.0,3.7272727273
40.0,2.2222222222,12.0,3.6666666667
40.0,1.6666666667,11.0,1.8181818182
40.0,1.5555555556,10.0,2.2727272727
40.0,2.6666666667,12.0,2.5454545455
40.0,2.6666666667,11.0,4.2727272727
40.0,0.9444444444,10.0,4.9090909091
40.0,3.8333333333,12.0,4.0
40.0,3.5,13.0,4.0909090909
40.0,0.3888888889,12.0,2.3636363636
40.0,2.3888888889,14.0,4.3333333333
40.0,3.3333333333,9.0,3.3636363636
40.0,2.7222222222,10.0,2.3636363636
40.0,2.4444444444,12.0,2.3636363636
40.0,2.5555555556,15.0,4.5454545455
40.0,2.3888888889,12.0,2.3636363636
40.0,4.1666666667,12.0,3.8333333333
40.0,2.5555555556,13.0,3.2727272727
40.0,1.9444444444,12.0,3.4545454545
40.0,3.5555555556,12.0,4.2727272727
40.0,3.5,13.0,3.5454545455
40.0,0.6111111111,12.0,2.4545454545
40.0,3.2777777778,11.0,2.9090909091
40.0,2.4444444444,10.0,3.0
40.0,4.1666666667,10.0,4.1818181818
40.0,2.1111111111,12.0,3.0
40.0,2.5555555556,12.0,3.1818181818
40.0,1.3333333333,12.0,2.3636363636
40.0,3.3333333333,12.0,2.5454545455
40.0,3.1111111111,24.0,3.0
40.0,1.8333333333,12.0,1.5454545455
40.0,3.4444444444,11.0,5.0
40.0,2.2222222222,10.0,2.0
40.0,2.4444444444,11.0,2.4545454545
40.0,1.9444444444,11.0,2.7272727273
40.0,3.0555555556,12.0,3.0
40.0,3.6666666667,10.0,2.5454545455
40.0,3.8333333333,10.0,3.1818181818
40.0,2.5555555556,9.0,3.1666666667
40.0,3.6111111111,16.0,4.5
40.0,2.6111111111,12.0,3.0
40.0,2.3888888889,12.0,1.8181818182
40.0,2.4444444444,14.0,4.0
40.0,1.8888888889,14.0,3.9090909091
41.0,3.5,12.0,2.6
41.0,2.1666666667,9.0,2.0909090909
41.0,3.7222222222,11.0,3.9090909091
41.0,1.1111111111,10.0,3.0
41.0,4.0,9.0,3.0
41.0,3.7777777778,10.0,3.125
41.0,3.8333333333,8.0,3.0
41.0,3.6470588235,10.0,2.9090909091
41.0,2.9444444444,11.0,3.6363636364
41.0,4.0,12.0,3.3333333333
41.0,3.7777777778,11.0,2.9090909091
41.0,2.8888888889,12.0,1.5454545455
41.0,1.7222222222,12.0,1.5
41.0,1.7777777778,12.0,1.3636363636
41.0,2.9444444444,12.0,2.8333333333
41.0,4.2777777778,12.0,3.6363636364
41.0,3.5,13.0,2.6363636364
41.0,2.8333333333,12.0,2.3333333333
41.0,3.1111111111,11.0,2.8181818182
41.0,3.375,10.0,3.5454545455
41.0,3.5,11.0,3.6363636364
41.0,2.1666666667,12.0,3.1666666667
41.0,2.1111111111,11.0,1.9090909091
41.0,2.8333333333,10.0,2.7272727273
41.0,2.6111111111,11.0,1.3636363636
41.0,1.1111111111,13.0,3.0
41.0,2.5555555556,12.0,3.8333333333
41.0,2.4444444444,12.0,2.7272727273
41.0,1.7777777778,12.0,1.9090909091
41.0,4.7777777778,14.0,3.7272727273
41.0,1.2777777778,8.0,3.0909090909
41.0,2.7777777778,18.0,2.6363636364
41.0,2.2222222222,12.0,2.6363636364
41.0,3.3888888889,11.0,3.6666666667
41.0,2.4444444444,12.0,2.2727272727
41.0,4.5555555556,12.0,3.3636363636
41.0,3.2777777778,10.0,2.5
41.0,2.1111111111,12.0,2.0909090909
41.0,2.3888888889,14.0,2.2727272727
41.0,2.1666666667,11.0,2.8181818182
41.0,2.0555555556,9.0,3.3333333333
41.0,4.0,11.0,3.3333333333
41.0,2.8888888889,12.0,3.4545454545
41.0,2.5555555556,11.0,2.1818181818
41.0,2.9444444444,7.0,3.0909090909
41.0,3.0555555556,12.0,2.6666666667
41.0,2.2222222222,12.0,2.4545454545
41.0,2.7777777778,12.0,4.2727272727
41.0,3.2777777778,18.0,3.0
41.0,2.4444444444,18.0,2.2727272727
41.0,3.5555555556,18.0,1.9090909091
41.0,2.5555555556,13.0,1.8181818182
41.0,2.6111111111,13.0,2.9090909091
41.0,3.8888888889,10.0,3.6666666667
41.0,2.6111111111,12.0,2.5
41.0,0.6666666667,11.0,1.5454545455
41.0,1.5555555556,13.0,2.5454545455
41.0,2.7222222222,12.0,3.1818181818
41.0,2.8333333333,13.0,3.0909090909
41.0,3.7222222222,10.0,3.6666666667
41.0,1.1666666667,8.0,2.5454545455
41.0,1.1666666667,11.0,2.7272727273
42.0,3.9444444444,8.0,3.8181818182
42.0,4.1111111111,12.0,5.0
42.0,4.9444444444,13.0,4.6666666667
42.0,3.2222222222,12.0,3.9090909091
42.0,3.8333333333,11.0,4.1666666667
42.0,1.1666666667,14.0,2.2727272727
42.0,3.1666666667,9.0,3.0909090909
42.0,1.4444444444,9.0,1.9090909091
42.0,4.0,12.0,4.0909090909
42.0,1.0555555556,11.0,2.4545454545
42.0,3.2777777778,11.0,3.5454545455
42.0,1.9444444444,12.0,1.7272727273
42.0,1.4444444444,11.0,2.3333333333
42.0,3.3888888889,8.0,3.5
42.0,3.1111111111,8.0,4.1818181818
42.0,2.3333333333,14.0,3.0
42.0,3.8333333333,11.0,2.8333333333
42.0,2.5555555556,11.0,3.5
42.0,2.1666666667,12.0,3.5
42.0,3.5555555556,12.0,3.0
42.0,4.1111111111,12.0,3.1818181818
42.0,2.4444444444,11.0,3.9090909091
42.0,2.6923076923,10.0,3.8333333333
42.0,3.6666666667,10.0,3.5454545455
42.0,2.1111111111,12.0,2.9090909091
42.0,1.6111111111,9.0,2.8181818182
42.0,1.2222222222,11.0,3.5454545455
42.0,3.0555555556,8.0,3.0909090909
42.0,3.7777777778,9.0,3.6363636364
42.0,1.7777777778,11.0,2.5454545455
42.0,2.3333333333,10.0,2.6363636364
42.0,3.2777777778,13.0,3.8181818182
42.0,3.0,10.0,3.0909090909
42.0,3.3333333333,16.0,3.6666666667
42.0,3.3888888889,11.0,4.5454545455
42.0,1.7222222222,12.0,3.5454545455
42.0,4.2777777778,8.0,3.2727272727
42.0,2.5555555556,9.0,2.1818181818
42.0,3.0555555556,10.0,3.0
42.0,3.3333333333,10.0,3.0
42.0,1.8333333333,12.0,3.1818181818
42.0,2.6111111111,9.0,3.2727272727
42.0,3.2777777778,11.0,4.3636363636
43.0,2.7222222222,24.0,3.3636363636
43.0,2.6111111111,12.0,2.6363636364
43.0,1.4444444444,13.0,1.9
43.0,1.5,18.0,1.4545454545
43.0,2.0,16.0,2.5
43.0,4.7777777778,13.0,2.6363636364
43.0,4.1666666667,12.0,2.6363636364
43.0,2.9444444444,24.0,3.0
43.0,2.9444444444,17.0,3.1818181818
43.0,2.7777777778,13.0,3.0909090909
43.0,3.3333333333,13.0,3.1666666667
43.0,2.7222222222,12.0,2.8333333333
43.0,2.1666666667,17.0,2.9090909091
43.0,1.9444444444,14.0,2.4545454545
43.0,3.6111111111,13.0,4.1666666667
43.0,3.6666666667,24.0,3.0
43.0,0.3888888889,12.0,2.1818181818
43.0,1.5,12.0,1.4545454545
43.0,2.2777777778,13.0,3.1666666667
43.0,3.0,13.0,2.4545454545
43.0,3.7222222222,12.0,3.6363636364
43.0,1.8888888889,12.0,3.5454545455
43.0,3.1111111111,12.0,3.4545454545
43.0,0.4444444444,12.0,1.7272727273
43.0,3.5555555556,12.0,3.0
43.0,3.3888888889,12.0,2.8181818182
43.0,3.0,12.0,4.1666666667
43.0,3.2222222222,12.0,1.7272727273
43.0,2.4444444444,12.0,2.6363636364
43.0,2.7222222222,12.0,2.8333333333
43.0,2.5555555556,11.0,3.4545454545
43.0,1.7222222222,12.0,2.4545454545
43.0,3.1666666667,12.0,3.3636363636
43.0,2.3888888889,13.0,2.7272727273
43.0,3.6666666667,14.0,2.5454545455
43.0,2.5555555556,13.0,1.9090909091
43.0,2.3888888889,12.0,2.8181818182
43.0,2.6666666667,12.0,2.9090909091
43.0,1.8888888889,12.0,1.4545454545
43.0,2.2222222222,13.0,3.0
43.0,3.7777777778,13.0,2.5454545455
43.0,3.4444444444,12.0,3.9090909091
43.0,3.1666666667,12.0,3.5454545455
43.0,3.7222222222,12.0,3.7272727273
43.0,1.1666666667,13.0,1.2727272727
43.0,2.125,10.0,1.8181818182
43.0,0.6111111111,13.0,1.0909090909
43.0,0.3333333333,12.0,1.0
43.0,0.2777777778,14.0,1.5454545455
43.0,2.2222222222,14.0,1.0
43.0,1.2777777778,12.0,2.0
43.0,4.0,12.0,3.0909090909
43.0,1.5555555556,12.0,2.5454545455
43.0,3.2222222222,10.0,3.2727272727
43.0,2.3888888889,9.0,3.1818181818
43.0,1.2222222222,12.0,1.9090909091
43.0,3.4444444444,12.0,2.4545454545
43.0,2.3888888889,11.0,2.3636363636
43.0,2.2777777778,13.0,2.5454545455
43.0,1.9444444444,13.0,2.1818181818
43.0,2.5555555556,13.0,2.4545454545
43.0,2.6666666667,12.0,2.6363636364
43.0,2.0,12.0,2.2727272727
43.0,2.0555555556,12.0,2.8181818182
43.0,1.5555555556,14.0,3.4545454545
43.0,0.1111111111,15.0,1.2727272727
43.0,0.0,13.0,1.1818181818
43.0,1.8333333333,15.0,3.0
43.0,3.2777777778,12.0,3.2727272727
43.0,1.8888888889,14.0,2.3333333333
43.0,4.1111111111,14.0,2.6666666667
43.0,2.1111111111,12.0,2.0
43.0,2.3333333333,12.0,2.9090909091
43.0,1.9444444444,12.0,2.8181818182
43.0,1.4444444444,17.0,2.9090909091
43.0,3.9444444444,13.0,3.6666666667
43.0,1.2222222222,13.0,3.1818181818
43.0,1.5,12.0,1.9090909091
43.0,0.4444444444,16.0,1.6363636364
43.0,2.1111111111,13.0,2.8181818182
43.0,0.8888888889,18.0,1.0
43.0,1.3333333333,13.0,1.4545454545
43.0,2.1666666667,12.0,2.0909090909
43.0,2.5,12.0,2.4545454545
43.0,4.5555555556,12.0,2.9090909091
43.0,0.5555555556,10.0,1.7272727273
43.0,0.9444444444,12.0,1.7272727273
43.0,3.1666666667,12.0,2.8181818182
43.0,2.7222222222,12.0,2.3636363636
43.0,1.0555555556,12.0,2.4545454545
43.0,1.6666666667,12.0,1.0
43.0,3.2222222222,14.0,3.8333333333
43.0,2.5,12.0,2.5454545455
43.0,1.6111111111,9.0,1.4545454545
43.0,2.7222222222,12.0,3.0909090909
43.0,3.4444444444,12.0,4.6363636364
43.0,2.7777777778,12.0,3.1818181818
43.0,2.8888888889,12.0,3.3636363636
43.0,1.7222222222,13.0,2.4545454545
43.0,1.3333333333,13.0,1.2727272727
44.0,2.9444444444,11.0,2.6666666667
44.0,2.5555555556,11.0,2.8181818182
44.0,2.4444444444,12.0,3.0
44.0,2.1111111111,12.0,2.8181818182
44.0,4.2222222222,13.0,2.4444444444
44.0,3.2777777778,12.0,3.1818181818
44.0,3.3333333333,13.0,4.2727272727
44.0,3.2222222222,13.0,3.2
44.0,1.6666666667,13.0,2.1818181818
44.0,2.9444444444,12.0,2.5454545455
44.0,3.1764705882,17.0,2.9090909091
44.0,2.0555555556,12.0,2.2727272727
44.0,1.7222222222,12.0,3.0909090909
44.0,2.6111111111,13.0,1.0
44.0,3.2777777778,9.0,3.8181818182
44.0,3.8235294118,12.0,2.9090909091
44.0,3.6666666667,12.0,4.5454545455
44.0,2.9444444444,12.0,2.3636363636
44.0,3.1111111111,11.0,3.3636363636
44.0,3.0555555556,12.0,3.1818181818
44.0,2.4444444444,12.0,2.7272727273
44.0,2.2777777778,14.0,3.8181818182
44.0,3.1111111111,18.0,2.3333333333
44.0,1.7777777778,12.0,2.7272727273
44.0,2.4444444444,13.0,3.0
44.0,2.5,11.0,3.4545454545
44.0,1.5555555556,19.0,2.2727272727
44.0,2.0,17.0,3.0909090909
44.0,2.7222222222,11.0,2.6
44.0,1.8333333333,11.0,3.8181818182
44.0,2.5555555556,10.0,2.5454545455
44.0,1.7222222222,15.0,1.5454545455
44.0,2.0555555556,10.0,2.3636363636
44.0,3.125,13.0,1.6363636364
44.0,1.9444444444,17.0,3.2727272727
44.0,2.5555555556,13.0,2.3333333333
44.0,1.8333333333,14.0,2.0
44.0,3.8333333333,18.0,3.3333333333
44.0,2.1111111111,10.0,3.6363636364
44.0,1.0555555556,12.0,2.5454545455
44.0,3.2777777778,12.0,2.9090909091
44.0,3.0555555556,11.0,4.0
44.0,3.0555555556,14.0,3.1818181818
44.0,3.2222222222,12.0,3.2727272727
44.0,1.5555555556,11.0,2.4545454545
44.0,1.7222222222,14.0,2.6363636364
44.0,3.1111111111,14.0,2.7272727273
44.0,3.0555555556,12.0,4.0
44.0,1.5555555556,7.0,2.5
44.0,2.0555555556,11.0,1.4545454545
44.0,2.1666666667,12.0,3.3636363636
44.0,0.6111111111,15.0,2.0909090909
44.0,3.7777777778,13.0,2.8333333333
45.0,0.6111111111,12.0,2.2727272727
45.0,2.3888888889,12.0,3.0
45.0,2.6111111111,12.0,1.9090909091
45.0,2.0,10.0,2.9090909091
45.0,2.7647058824,10.0,2.3333333333
45.0,1.5555555556,12.0,2.1818181818
45.0,0.8333333333,12.0,1.0909090909
45.0,2.4444444444,14.0,2.3333333333
45.0,1.3888888889,12.0,2.0
45.0,3.0555555556,10.0,3.5
45.0,0.2777777778,12.0,2.9090909091
45.0,3.1666666667,12.0,3.4
45.0,0.1666666667,15.0,1.2727272727
45.0,1.2222222222,10.0,1.3636363636
45.0,1.4444444444,13.0,1.7272727273
45.0,2.5555555556,8.0,2.9090909091
45.0,2.2777777778,10.0,2.2727272727
45.0,2.0555555556,11.0,2.2727272727
45.0,1.3333333333,12.0,3.3333333333
45.0,2.3888888889,10.0,2.4545454545
45.0,3.3333333333,12.0,3.1818181818
45.0,2.2222222222,12.0,3.4545454545
45.0,4.2222222222,11.0,2.6666666667
45.0,2.4444444444,9.0,3.1818181818
45.0,4.2777777778,19.0,2.9090909091
45.0,1.4705882353,12.0,1.5454545455
45.0,3.6111111111,12.0,2.9090909091
45.0,1.9444444444,19.0,2.0
45.0,3.3333333333,12.0,1.5454545455
45.0,1.1111111111,12.0,1.0
45.0,2.7222222222,11.0,2.8181818182
45.0,3.0,10.0,1.7272727273
45.0,2.2222222222,10.0,1.6363636364
45.0,1.4444444444,24.0,1.0
45.0,3.0,14.0,2.6666666667
45.0,2.9444444444,13.0,3.0
45.0,2.8888888889,12.0,2.5
45.0,2.4444444444,13.0,2.6666666667
45.0,3.0555555556,10.0,2.0909090909
45.0,2.2777777778,8.0,3.0
45.0,1.2777777778,11.0,2.1666666667
45.0,1.5,16.0,2.1666666667
45.0,1.7777777778,7.0,1.0
45.0,3.1666666667,12.0,3.6666666667
45.0,0.7222222222,3.0,2.0
45.0,0.8888888889,11.0,2.4545454545
45.0,3.5555555556,11.0,2.7272727273
45.0,3.2222222222,10.0,2.7272727273
45.0,3.0555555556,8.0,2.8181818182
45.0,1.2777777778,13.0,1.0
45.0,3.9444444444,18.0,2.0
45.0,2.6111111111,11.0,1.6666666667
45.0,2.8888888889,11.0,2.8
45.0,2.8333333333,11.0,3.1818181818
45.0,2.8888888889,9.0,3.1818181818
45.0,3.8888888889,11.0,3.7272727273
45.0,3.1666666667,12.0,2.6666666667
45.0,2.0555555556,13.0,2.1818181818
45.0,3.7777777778,12.0,2.6666666667
45.0,3.1111111111,9.0,2.1818181818
45.0,4.5,11.0,3.9090909091
45.0,3.1666666667,10.0,2.7272727273
45.0,0.3333333333,14.0,1.5454545455
45.0,3.7777777778,9.0,3.1818181818
45.0,3.6111111111,10.0,2.9090909091
45.0,1.7777777778,12.0,1.6363636364
45.0,2.2777777778,12.0,2.0909090909
45.0,3.2777777778,10.0,3.1818181818
45.0,2.1111111111,10.0,2.1666666667
45.0,2.3333333333,10.0,3.9090909091
45.0,2.2777777778,10.0,1.4545454545
45.0,2.2777777778,12.0,1.8333333333
45.0,1.8333333333,14.0,2.5
45.0,2.5,12.0,2.4545454545
45.0,2.7222222222,8.0,3.6666666667
46.0,2.2777777778,11.0,2.5
46.0,3.3888888889,8.0,2.9090909091
46.0,2.5555555556,12.0,2.9090909091
46.0,3.4444444444,12.0,3.8333333333
46.0,3.7222222222,10.0,4.1666666667
46.0,2.4444444444,11.0,2.9090909091
46.0,1.9444444444,10.0,3.0
46.0,3.7777777778,8.0,3.9090909091
46.0,3.5555555556,11.0,2.8181818182
46.0,2.3333333333,12.0,3.6666666667
46.0,3.9444444444,12.0,3.3636363636
46.0,3.2777777778,10.0,3.7272727273
46.0,2.7222222222,10.0,4.0
46.0,1.8333333333,10.0,2.6363636364
46.0,1.2777777778,10.0,2.8181818182
46.0,2.5,10.0,3.0909090909
46.0,4.8333333333,11.0,3.0909090909
46.0,2.6111111111,10.0,2.6363636364
46.0,4.0555555556,10.0,3.6363636364
46.0,3.1666666667,10.0,3.8181818182
46.0,3.5,12.0,3.6363636364
46.0,2.7222222222,10.0,3.6363636364
46.0,1.2777777778,12.0,3.5
46.0,3.5,10.0,3.2727272727
46.0,3.7222222222,12.0,3.9090909091
46.0,2.9444444444,12.0,1.9090909091
46.0,2.7222222222,12.0,2.0
46.0,2.7777777778,11.0,2.9090909091
46.0,2.5,12.0,2.9090909091
46.0,2.3888888889,10.0,3.7272727273
46.0,2.8333333333,10.0,3.5
46.0,4.6666666667,10.0,4.3636363636
46.0,2.0555555556,8.0,3.0
46.0,1.8888888889,12.0,1.4
46.0,2.2777777778,12.0,3.1818181818
46.0,2.5555555556,12.0,2.6363636364
46.0,4.0,8.0,4.0
46.0,3.5555555556,12.0,3.2727272727
46.0,1.7222222222,12.0,3.4545454545
46.0,2.0,15.0,3.4545454545
46.0,3.3888888889,8.0,4.4545454545
46.0,2.3888888889,12.0,3.2727272727
46.0,3.3333333333,11.0,2.6363636364
46.0,2.6666666667,13.0,2.9090909091
46.0,2.3333333333,9.0,3.7272727273
46.0,3.3888888889,10.0,4.0
46.0,4.2777777778,9.0,4.5454545455
46.0,1.9444444444,16.0,2.0909090909
46.0,3.4444444444,12.0,3.5454545455
46.0,3.5555555556,9.0,2.7272727273
46.0,2.3888888889,12.0,2.1666666667
46.0,3.1111111111,11.0,2.6666666667
46.0,1.8333333333,11.0,2.6666666667
46.0,2.1764705882,8.0,4.0909090909
46.0,2.5,7.0,2.9090909091
46.0,4.0555555556,8.0,3.8181818182
46.0,1.7222222222,9.0,2.5454545455
46.0,3.4444444444,11.0,2.5454545455
46.0,3.3333333333,12.0,3.9090909091
46.0,3.9444444444,8.0,3.0909090909
46.0,3.9444444444,7.0,3.9090909091
46.0,4.4444444444,8.0,3.6363636364
46.0,2.2222222222,8.0,3.1818181818
46.0,2.8333333333,8.0,3.0
46.0,4.5,10.0,3.8181818182
46.0,1.8333333333,10.0,3.0
46.0,3.6666666667,12.0,2.4545454545
46.0,1.2222222222,11.0,3.1818181818
46.0,1.2222222222,12.0,3.2727272727
46.0,0.9444444444,11.0,2.4545454545
46.0,2.7222222222,12.0,2.9090909091
46.0,2.5555555556,10.0,3.9090909091
46.0,1.8333333333,9.0,3.0
46.0,3.0,9.0,3.2727272727
46.0,4.0,9.0,4.4545454545
46.0,2.9444444444,10.0,3.1818181818
46.0,2.3333333333,12.0,3.3333333333
46.0,2.3076923077,12.0,3.7272727273
46.0,4.0555555556,13.0,3.6363636364
46.0,1.2777777778,8.0,3.5
46.0,2.5555555556,11.0,1.9090909091
46.0,3.2777777778,11.0,3.6363636364
46.0,3.8888888889,8.0,3.6363636364
46.0,2.5,11.0,3.1818181818
46.0,4.1666666667,12.0,3.6666666667
46.0,2.7222222222,12.0,3.1666666667
46.0,4.6666666667,11.0,4.1818181818
46.0,4.2222222222,10.0,4.1818181818
46.0,1.7222222222,11.0,2.8181818182
46.0,3.5,10.0,1.8333333333
46.0,1.7777777778,11.0,3.8181818182
46.0,4.3333333333,13.0,3.8333333333
46.0,3.9444444444,10.0,3.6666666667
46.0,2.7777777778,9.0,3.4545454545
46.0,3.7777777778,6.0,3.3636363636
46.0,2.0,11.0,2.5454545455
46.0,2.8888888889,8.0,1.3636363636
46.0,3.5,8.0,3.7272727273
46.0,4.1666666667,8.0,4.0
46.0,3.0555555556,9.0,3.5454545455
46.0,2.7222222222,11.0,4.0909090909
47.0,3.8333333333,12.0,3.1818181818
47.0,2.6111111111,8.0,3.2727272727
47.0,3.0555555556,12.0,3.8181818182
47.0,3.3888888889,10.0,2.0
47.0,2.8333333333,12.0,2.7272727273
47.0,1.7222222222,12.0,3.1818181818
47.0,2.3333333333,10.0,1.9090909091
47.0,3.0,12.0,2.6666666667
47.0,1.7222222222,12.0,1.3636363636
47.0,2.1111111111,12.0,2.4545454545
47.0,1.6111111111,12.0,2.8333333333
47.0,3.8333333333,12.0,2.8333333333
47.0,3.6666666667,8.0,3.5454545455
47.0,2.0,14.0,2.7272727273
47.0,3.8888888889,12.0,2.9090909091
47.0,2.0,12.0,2.3636363636
47.0,1.7777777778,12.0,2.0
47.0,3.2777777778,12.0,3.4545454545
47.0,4.0,12.0,3.7272727273
47.0,2.6666666667,12.0,2.9090909091
47.0,2.6666666667,11.0,2.8333333333
47.0,3.6666666667,11.0,3.1666666667
47.0,3.7222222222,10.0,1.7272727273
47.0,2.8333333333,12.0,3.3636363636
47.0,3.3333333333,10.0,3.3333333333
47.0,3.0555555556,13.0,2.3333333333
47.0,3.2777777778,12.0,2.0909090909
47.0,2.8333333333,11.0,3.1818181818
47.0,2.5882352941,12.0,2.1818181818
47.0,3.6666666667,11.0,3.6666666667
47.0,2.8888888889,10.0,2.9090909091
47.0,3.7777777778,10.0,3.0
47.0,3.2222222222,12.0,1.3333333333
47.0,2.4444444444,12.0,1.8181818182
47.0,4.0,9.0,3.0
47.0,4.5,10.0,3.75
47.0,2.3846153846,10.0,3.4545454545
47.0,3.1111111111,14.0,3.6666666667
47.0,2.5555555556,13.0,1.0909090909
47.0,4.1666666667,11.0,3.1666666667
47.0,4.3333333333,8.0,2.1818181818
47.0,1.1666666667,11.0,3.7272727273
